nombre_sec,total_delitos_primera,total_delitos_segunda,variacion_porcentual,eficiencia
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
ESTRELLA,67,51,-23.88,0.23880597014925373
